web-scraper-order;web-scraper-start-url;load_article;load_article-href;get_title;get_authors;get_year;get_journal
1647173238-190;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Current State Analysis and Identification of Opportunities in Roche's Sales Force Training.;https://www.alexandria.unisg.ch/214103/;Current State Analysis and Identification of Opportunities in Roche's Sales Force Training;"Heidecke, Florian; Mayrhofer, David; Back, Andrea & Schiesser, Andreas";01. Feb 05;
1647173436-285;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Crowdsourcing as a Business Model: An exploration of emergent textbooks harnessing the wisdom of crowds.;https://www.alexandria.unisg.ch/69069/;Crowdsourcing as a Business Model: An exploration of emergent textbooks harnessing the wisdom of crowds;Walter, Thomas & Back, Andrea;23. Jun 10;
1647173363-250;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis.;https://www.alexandria.unisg.ch/223503/;Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis;Back, Andrea;2013;
1647172946-51;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning strategisch verankern.;https://www.alexandria.unisg.ch/66847/;E-Learning strategisch verankern;Back, Andrea;04. Sep 03;
1647173271-206;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele.;https://www.alexandria.unisg.ch/213768/;Wissensnetzwerke: Vision - Referenzmodell - Archetypen und Fallbeispiele;"Back, Andrea; Seufert, Andreas & von Krogh, G.";1999;
1647173348-243;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG.;https://www.alexandria.unisg.ch/216601/;Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG;"Cervellieri, Adrian; Buchli, Reto & Back, Andrea";2012;
1647173631-378;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Disruptiv innovieren in E-Learning und Kommunikation.;https://www.alexandria.unisg.ch/67619/;Disruptiv innovieren in E-Learning und Kommunikation;Back, Andrea;01. Apr 09;Netzwoche
1647172897-28;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensnetzwerke: Ihr Beitrag zum persönlichen und Unternehmenswachstum.;https://www.alexandria.unisg.ch/66903/;Wissensnetzwerke: Ihr Beitrag zum persönlichen und Unternehmenswachstum;Back, Andrea;01. Mär 01;
1647173020-86;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg.;https://www.alexandria.unisg.ch/213527/;Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg;Back, Andrea;15. Feb 07;
1647173499-315;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Designing Tablet Banking Apps for High-Net-Worth Individuals : Specifying Customer Requirements with Prototyping.;https://www.alexandria.unisg.ch/241640/;Designing Tablet Banking Apps for High-Net-Worth Individuals : Specifying Customer Requirements with Prototyping;"Ruf, Christian; Back, Andrea & Weidenfeld, Henk Andreas";03. Jun 15;
1647173244-193;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;State-of-the-Art on Maturity Models for Collaboration.;https://www.alexandria.unisg.ch/214253/;State-of-the-Art on Maturity Models for Collaboration;Hain, Stefanie & Back, Andrea;01. Okt 09;
1647172851-6;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Potentiale der neuen Medien in der Ausbildung: 7 Thesen.;https://www.alexandria.unisg.ch/214310/;Potentiale der neuen Medien in der Ausbildung: 7 Thesen;Back, Andrea;20. Aug 98;
1647173629-377;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Corporate E-Learning: Disruptive Innovation auf der Überholspur?;https://www.alexandria.unisg.ch/67611/;Corporate E-Learning: Disruptive Innovation auf der Überholspur?;Back, Andrea;01. Mär 09;IT-Business
1647173112-130;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Alles Technik oder was? Wenn IT-Trends aufs Business treffen.;https://www.alexandria.unisg.ch/216773/;Alles Technik oder was? Wenn IT-Trends aufs Business treffen;Back, Andrea;22. Mär 12;
1647173110-129;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Hürden gibt es nur im Kopf - Schweizer Unternehmen mit Vorsprung auf dem Weg zur Enterprise 2.0.;https://www.alexandria.unisg.ch/216772/;Hürden gibt es nur im Kopf - Schweizer Unternehmen mit Vorsprung auf dem Weg zur Enterprise 2.0;Back, Andrea;05. Mär 12;
1647173620-373;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Blogs helfen beim Projekt-Management.;https://www.alexandria.unisg.ch/197036/;Blogs helfen beim Projekt-Management;"Back, Andrea; Haentschel-erhart, Irene; Baumann, Philipp & Ziekursch, Tim";01. Mai 07;Computerwoche
1647173427-281;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Success Factor Validation for Global ERP Programmes.;https://www.alexandria.unisg.ch/213715/;Success Factor Validation for Global ERP Programmes;Seidel, Gunter & Back, Andrea;08. Jun 09;
1647173227-185;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Informationsversorgung des Staates in der Informationsgesellschaft.;https://www.alexandria.unisg.ch/213797/;Informationsversorgung des Staates in der Informationsgesellschaft;Bendel, Oliver & Back, Andrea;01. Apr 03;
1647173005-79;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Impulsvortrag ""Persönliche Wissensarbeit"".";https://www.alexandria.unisg.ch/66942/;"Impulsvortrag ""Persönliche Wissensarbeit""";Back, Andrea;14. Sep 06;
1647173150-148;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Atos: Towards Zero Email Company.;https://www.alexandria.unisg.ch/242234/;Atos: Towards Zero Email Company;Silic, Mario & Back, Andrea;2015;
1647173181-163;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Supporting Business Processes through Knowledge Management - A Technology-based Analysis.;https://www.alexandria.unisg.ch/214245/;Supporting Business Processes through Knowledge Management - A Technology-based Analysis;"Raimann, Joerg; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, G.";17. Mär 00;
1647172937-47;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Chief-Learning-Officer-Projektagenda 200x.;https://www.alexandria.unisg.ch/213110/;Chief-Learning-Officer-Projektagenda 200x;Back, Andrea;01. Okt 02;
1647173578-353;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Computeranalphabet trotz PC-Führerschein?;https://www.alexandria.unisg.ch/197094/;Computeranalphabet trotz PC-Führerschein?;Back, Andrea;30. Sep 98;IBM uptodate
1647173294-217;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning und Wissensmanagement zusammenführen.;https://www.alexandria.unisg.ch/214323/;E-Learning und Wissensmanagement zusammenführen;Back, Andrea;2002;
1647173350-244;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re.;https://www.alexandria.unisg.ch/216604/;Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re;"Back, Andrea; Isenschmid, Christoph & Jastrowski, Wolfgang";2012;
1647173221-182;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Potenziale pädagogischer Agenten.;https://www.alexandria.unisg.ch/213194/;Potenziale pädagogischer Agenten;"Bendel, Oliver; Schnoering, Katharina & Back, Andrea";15. Jan 02;
1647173175-160;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Development Aspects and Supportive Factors in Knowledge Networks.;https://www.alexandria.unisg.ch/298/;Development Aspects and Supportive Factors in Knowledge Networks;"Köhne, M.; Enkel, Ellen; Seufert, Andreas; Back, Andrea & Vonkrogh, Georg";2000;
1647173064-107;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Videobasiertes E-Learning auf dem Siegeszug 2.0.;https://www.alexandria.unisg.ch/197461/;Videobasiertes E-Learning auf dem Siegeszug 2.0;Back, Andrea;24. Nov 09;
1647172870-15;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1.;https://www.alexandria.unisg.ch/214207/;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1;Back, Andrea;14. Sep 99;
1647173336-237;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Podcasting.;https://www.alexandria.unisg.ch/213767/;Podcasting;Haentschel-erhart, Irene;2008;
1647173526-328;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen.;https://www.alexandria.unisg.ch/213469/;Umsetzung objektorientierter Konstrukte im internen Rechnungswesen;Back, Andrea;01. Jan 94;HMD: Praxis der Wirtschaftsinformatik
1647173269-205;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Executive Information Systems.;https://www.alexandria.unisg.ch/213206/;Executive Information Systems;"Back, Andrea; Rieger, B. & Seufert, Andreas";1997;
1647173513-322;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Coworking as a New Innovation Scenario from the Perspective of Mature Organisations.;https://www.alexandria.unisg.ch/254939/;Coworking as a New Innovation Scenario from the Perspective of Mature Organisations;Josef, Barbara & Back, Andrea;13. Apr 18;
1647173419-277;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Learning-Management-Systeme im Corporate E-Learning: Lösung oder Auslöser.;https://www.alexandria.unisg.ch/65955/;Learning-Management-Systeme im Corporate E-Learning: Lösung oder Auslöser;Back, Andrea;28. Apr 05;
1647173429-282;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-Analyse-Dienste als Instrument des Blog-Monitoring.;https://www.alexandria.unisg.ch/68009/;Web-Analyse-Dienste als Instrument des Blog-Monitoring;Walter, Thomas & Back, Andrea;23. Feb 10;
1647173530-330;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Ein Modell zur Kalkulation der Kosten je Absolvent.;https://www.alexandria.unisg.ch/196672/;Ein Modell zur Kalkulation der Kosten je Absolvent;Back, Andrea;01. Jan 94;ZfB-Sonderheft
1647173173-159;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards a Reference Model for Knowledge Networking.;https://www.alexandria.unisg.ch/66692/;Towards a Reference Model for Knowledge Networking;"Seufert, Andreas; Back, Andrea & von Krogh, G.";16. Dez 99;
1647173167-156;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Networks: Linking Knowledge Management to Business Strategy.;https://www.alexandria.unisg.ch/214149/;Knowledge Networks: Linking Knowledge Management to Business Strategy;"Vassiliadis, Stefanos; Wicki, Yvonne; Seufert, Andreas; von Krogh, G. & Back, Andrea";01. Jan 99;
1647173715-418;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;How an Incumbent Telecoms Operator Became an IoT Ecosystem Orchestrator.;https://www.alexandria.unisg.ch/264517/;How an Incumbent Telecoms Operator Became an IoT Ecosystem Orchestrator;"Marheine, Christian; Engel, Christian & Back, Andrea";2021;MIS Quarterly Executive
1647173648-386;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Broadening Participation in Knowledge Management in Enterprise 2.0.;https://www.alexandria.unisg.ch/146672/;Broadening Participation in Knowledge Management in Enterprise 2.0;Back, Andrea & Koch, Michael;01. Mai 11;Information Technology : it
1647173081-115;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0.;https://www.alexandria.unisg.ch/221827/;Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0;Back, Andrea;15. Sep 10;
1647173484-308;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Adoption of Mobile Business Solutions and its Impact on Organizational Stakeholders.;https://www.alexandria.unisg.ch/232052/;Adoption of Mobile Business Solutions and its Impact on Organizational Stakeholders;Berghaus, Sabine & Back, Andrea;01. Jun 14;
1647173354-246;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Das mobile Web 2.0 im Unternehmen.;https://www.alexandria.unisg.ch/216609/;Das mobile Web 2.0 im Unternehmen;Sammer, Thomas & Walter, Thomas;2012;
1647173417-276;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Classification of IS Functionalities for Workplace E-Collaboration.;https://www.alexandria.unisg.ch/65971/;Classification of IS Functionalities for Workplace E-Collaboration;Mayrhofer, David & Back, Andrea;21. Mai 04;
1647173564-346;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Universitäre Ausbildung anno 2005.;https://www.alexandria.unisg.ch/66707/;Universitäre Ausbildung anno 2005;Back, Andrea;01. Jan 98;Thexis-Sonderheft Management Szenarien 2005
1647173570-349;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Measuring.;https://www.alexandria.unisg.ch/213909/;Measuring;"Back, Andrea; Seufert, Andreas & von Krogh, G.";01. Jan 98;Thexis-Sonderheft Management Szenarien 2005
1647172944-50;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Meetings im Überblick: Eine Einführung.;https://www.alexandria.unisg.ch/213913/;E-Meetings im Überblick: Eine Einführung;Back, Andrea;08. Mai 03;
1647172980-67;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Paving the Way to Corporate e-Learning Adoption and Sustainability.;https://www.alexandria.unisg.ch/66878/;Paving the Way to Corporate e-Learning Adoption and Sustainability;Back, Andrea;1 July 2004;
1647173492-312;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context.;https://www.alexandria.unisg.ch/241392/;Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context;Silic, Mario & Back, Andrea;05. Mär 15;
1647172912-35;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;e-Welt: Wissensmanagement.;https://www.alexandria.unisg.ch/66851/;e-Welt: Wissensmanagement;Back, Andrea;03. Okt 01;
1647172948-52;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Vorbereitungsgrad von Unternehmen für E-Learning.;https://www.alexandria.unisg.ch/214075/;Vorbereitungsgrad von Unternehmen für E-Learning;Back, Andrea;01. Okt 03;
1647173079-114;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media.;https://www.alexandria.unisg.ch/213177/;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media;Back, Andrea;12. Aug 10;
1647173361-249;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Bestimmung des Enterprise-2.0-Entwicklungsstands mit einem Reifegradmodell.;https://www.alexandria.unisg.ch/216599/;Bestimmung des Enterprise-2.0-Entwicklungsstands mit einem Reifegradmodell;Friedel, Dominik & Back, Andrea;2012;
1647173275-208;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Virtual Reality.;https://www.alexandria.unisg.ch/66700/;Virtual Reality;Back, Andrea;2001;
1647172973-64;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Die praktische Umsetzung von Blended-Learning-Angeboten in der betrieblichen Aus- und Weiterbildung.;https://www.alexandria.unisg.ch/213390/;Die praktische Umsetzung von Blended-Learning-Angeboten in der betrieblichen Aus- und Weiterbildung;Back, Andrea;03. Apr 04;
1647172857-9;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Workshop Virtual Academia: Developments in new technology platforms.;https://www.alexandria.unisg.ch/66904/;Workshop Virtual Academia: Developments in new technology platforms;Back, Andrea;27. Nov 98;
1647173536-333;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Interview mit Mark C. Turrell: ""Groupware should be widely deployed"".";https://www.alexandria.unisg.ch/213741/;"Interview mit Mark C. Turrell: ""Groupware should be widely deployed""";Back, Andrea;01. Jan 95;Informatik/Informatique
1647173024-88;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Strategy Map und Scorecard für E-Learning Initiativen.;https://www.alexandria.unisg.ch/67254/;Strategy Map und Scorecard für E-Learning Initiativen;Back, Andrea;20. Sep 07;
1647173039-95;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation.;https://www.alexandria.unisg.ch/67620/;Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation;Back, Andrea;02. Mär 09;
1647173555-342;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Der Kollaborateur aus der Kiste: Groupware, Interview.;https://www.alexandria.unisg.ch/213081/;Der Kollaborateur aus der Kiste: Groupware, Interview;Back, Andrea;01. Jan 97;Handleszeitung
1647173135-141;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Die Welt wird digital.;https://www.alexandria.unisg.ch/248986/;Die Welt wird digital;Back, Andrea;July 2016;DATEV magazin
1647173037-94;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch.;https://www.alexandria.unisg.ch/67613/;Produktivität von Wissensarbeit 2.0: Traumhaft oder traumatisch;Back, Andrea;03. Feb 09;
1647172866-13;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Szenario Bildungslandschaft 2005.;https://www.alexandria.unisg.ch/213701/;Szenario Bildungslandschaft 2005;Back, Andrea;22. Apr 99;
1647173576-352;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;2005: Virtuelle Universitäten auf dem Vormarsch.;https://www.alexandria.unisg.ch/196947/;2005: Virtuelle Universitäten auf dem Vormarsch;"Schuh, G.; Back, Andrea; Friedli, T. & Seufert, Sabine";01. Jan 98;Thexis-Sonderheft Management Szenarien 2005
1647173160-153;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;State of the Art des Management Supports Teil 1: Klassische Management Support Ansätze.;https://www.alexandria.unisg.ch/213154/;State of the Art des Management Supports Teil 1: Klassische Management Support Ansätze;Back, Andrea & Seufert, Andreas;04. Mär 97;
1647173547-338;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Teamorientierung im Management - Management Support goes Groupware. 4 Workshop des GI-Arbeitskreises 5.5.2 Management Support Systems (MSS).;https://www.alexandria.unisg.ch/213155/;Teamorientierung im Management - Management Support goes Groupware. 4 Workshop des GI-Arbeitskreises 5.5.2 Management Support Systems (MSS);Back, Andrea & Seufert, Andreas;01. Jan 96;Wirtschaftsinformatik
1647173425-280;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Learning Journal - Weblogs in Academic Courses.;https://www.alexandria.unisg.ch/213205/;Learning Journal - Weblogs in Academic Courses;Hain, Stefanie & Back, Andrea;26. Jun 08;
1647173696-409;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Evaluating the Role of Trust in Adoption: A Conceptual Replication in the Context of Open Source Systems.;https://www.alexandria.unisg.ch/253961/;Evaluating the Role of Trust in Adoption: A Conceptual Replication in the Context of Open Source Systems;"Silic, Mario; Barlow, Jordan & Back, Andrea";01. Mär 18;AIS Transactions on Replication Research
1647173465-299;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;A Text Mining Approach to Evaluate Submissions to Crowdsourcing Contests.;https://www.alexandria.unisg.ch/223363/;A Text Mining Approach to Evaluate Submissions to Crowdsourcing Contests;Walter, Thomas & Back, Andrea;07. Jan 13;
1647172935-46;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Skill-Management: Heutiger Erkenntnisstand.;https://www.alexandria.unisg.ch/213314/;Skill-Management: Heutiger Erkenntnisstand;Back, Andrea;01. Okt 02;
1647172988-71;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Progettare il proprio lavoro attraverso una formazione efficace on-line.;https://www.alexandria.unisg.ch/213086/;Progettare il proprio lavoro attraverso una formazione efficace on-line;Back, Andrea;28. Jan 05;
1647173415-275;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study.;https://www.alexandria.unisg.ch/280/;Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study;"Enkel, Ellen; Back, Andrea & Vonkrogh, Georg";01. Aug 03;
1647173009-81;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Trends im E-Learning - Chancen, die es zu nutzen gilt.;https://www.alexandria.unisg.ch/213753/;Trends im E-Learning - Chancen, die es zu nutzen gilt;Back, Andrea;20. Okt 06;
1647173524-327;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog.;https://www.alexandria.unisg.ch/213572/;Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog;Back, Andrea;01. Jan 94;Wirtschaftsinformatik 36
1647172900-29;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Corporate E-Learning: Strategic Issues.;https://www.alexandria.unisg.ch/213138/;Corporate E-Learning: Strategic Issues;Back, Andrea;01. Jun 01;
1647173077-113;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices.;https://www.alexandria.unisg.ch/213944/;2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices;Back, Andrea;21. Jun 10;
1647173572-350;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien.;https://www.alexandria.unisg.ch/196851/;Kanzleiinformationssystem: Groupware-basiertes Wissensmanagement in Wirtschaftsprüfungs- und Steuerberatungskanzleien;Back, Andrea & Seufert, Andreas;01. Jan 98;Datenverarbeitung-Steuer-Wirtschaft-Recht
1647173488-310;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Requirements Elicitation and Utilization Scenarios for In-Car Use of Wearable Devices.;https://www.alexandria.unisg.ch/238966/;Requirements Elicitation and Utilization Scenarios for In-Car Use of Wearable Devices;Berghaus, Sabine & Back, Andrea;06. Jan 15;
