web-scraper-order;web-scraper-start-url;load_article;load_article-href;get_title;get_authors;get_year;get_journal
1647173601-364;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensinitiativen: Überall, aber wo genau?;https://www.alexandria.unisg.ch/65861/;Wissensinitiativen: Überall, aber wo genau?;"Ammann Schoch, Regina; Back, Andrea; Kunert, Karsten & Tresch, Markus";01. Jan 03;io new management
1647173379-258;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lexikon der Wirtschaftsinformatik.;https://www.alexandria.unisg.ch/213208/;Lexikon der Wirtschaftsinformatik;;2001;
1647173098-123;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht ….;https://www.alexandria.unisg.ch/213964/;Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht …;Back, Andrea;09. Jun 11;
1647173286-213;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Avatar.;https://www.alexandria.unisg.ch/214161/;Avatar;Bendel, Oliver;2001;
1647173585-356;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Michael Cusumano :Interview.;https://www.alexandria.unisg.ch/196684/;Michael Cusumano :Interview;Back, Andrea;01. Feb 00;Wirtschaftsinformatik
1647173148-147;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?;https://www.alexandria.unisg.ch/230900/;Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?;"Sammer, Thomas; Back, Andrea & Brechbühl, Hans";2014;
1647173334-236;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Produktivität von Wissensarbeitern.;https://www.alexandria.unisg.ch/214086/;Produktivität von Wissensarbeitern;Back, Andrea & Heidecke, Florian;2008;
1647173281-211;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning.;https://www.alexandria.unisg.ch/213287/;E-Learning;Bendel, Oliver & Stoller-Schai, Daniel;2001;
1647173208-176;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Neue Lerntechnologien (NLT) in Schweizerischen Industrieunternehmen.;https://www.alexandria.unisg.ch/213511/;Neue Lerntechnologien (NLT) in Schweizerischen Industrieunternehmen;Back, Andrea & Bursian, Olaf;01. Aug 01;
1647173043-97;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Emergence and Impact of Web 2.0.;https://www.alexandria.unisg.ch/67612/;The Emergence and Impact of Web 2.0;Back, Andrea;03. Mär 09;
1647173698-410;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient?;https://www.alexandria.unisg.ch/254098/;Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient?;"Back, Andrea; Thoma, Sereina & Guggisberg, Vanessa";19. Apr 18;Wirtschaftsinformatik & Management : WuM
1647172959-57;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Die Rolle des CLO.;https://www.alexandria.unisg.ch/213651/;Die Rolle des CLO;Back, Andrea;26. Nov 03;
1647173538-334;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Groupware. Editoral.;https://www.alexandria.unisg.ch/213094/;Groupware. Editoral;Back, Andrea;01. Jan 95;Informatik/Informatique
1647173235-189;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Beiträge der Balanced Scorecard für ein nachhaltiges E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/213942/;Beiträge der Balanced Scorecard für ein nachhaltiges E-Learning im Unternehmen;Leithner, Barbara & Back, Andrea;01. Apr 04;
1647173603-365;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Managerial aspects of corporate e-Learning: insights from a study of four cases.;https://www.alexandria.unisg.ch/213181/;Managerial aspects of corporate e-Learning: insights from a study of four cases;Back, Andrea & Bursian, Olaf;01. Jun 03;"Studies in Communications Sciences, Special Issue ""New Media in Education"""
1647173520-325;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Steuerungstool des Board of Directors für Digitale Transformationsprojekte.;https://www.alexandria.unisg.ch/260172/;Steuerungstool des Board of Directors für Digitale Transformationsprojekte;Mörstedt, Nils G. & Back, Andrea;19. Mär 20;
1647173018-85;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lerntagebuch als Weblog innovativ umgesetzt.;https://www.alexandria.unisg.ch/213680/;Lerntagebuch als Weblog innovativ umgesetzt;Back, Andrea;08. Feb 07;
1647173406-271;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Open Grid - Open Mind.;https://www.alexandria.unisg.ch/256583/;Open Grid - Open Mind;"Bieger, Thomas; Achleitner, Paul; Landolf, Urs; Serratore, Luca; Breitenstein, Yannik; Dilger, Bernadette; Angélil, Marc; Fujimoto, Sou; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus; Schürer, Wolfgang & Kissinger, Henry";2018;
1647173164-155;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;A Vision for Knowledge Networking.;https://www.alexandria.unisg.ch/197043/;A Vision for Knowledge Networking;"Seufert, Andreas; Back, Andrea & von Krogh, G.";01. Jan 99;
1647173431-283;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis.;https://www.alexandria.unisg.ch/68008/;Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis;Back, Andrea;11. Mär 10;
1647173265-203;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung.;https://www.alexandria.unisg.ch/196704/;Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung;Österle, Hubert & Back, Andrea;1997;
1647172864-12;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Management Support Systeme im Informationszeitalter.;https://www.alexandria.unisg.ch/214123/;Management Support Systeme im Informationszeitalter;Back, Andrea;17. Mär 99;
1647173410-273;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Chief-Learning-Officer-Projektagenda 200x.;https://www.alexandria.unisg.ch/213774/;Chief-Learning-Officer-Projektagenda 200x;Back, Andrea;30. Sep 02;
1647173675-399;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Classifying systemic differences between Software as a Service- and On-Premise-Enterprise Resource Planning.;https://www.alexandria.unisg.ch/244524/;Classifying systemic differences between Software as a Service- and On-Premise-Enterprise Resource Planning;Link, Björn & Back, Andrea;13. Okt 15;Journal of Enterprise Information Management
1647173206-175;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Qualitative und ökonomische Potenziale der Einführung eines LMS in der Credit Suisse.;https://www.alexandria.unisg.ch/67628/;Qualitative und ökonomische Potenziale der Einführung eines LMS in der Credit Suisse;"Bendel, Oliver; Bursian, Olaf; Oberlin, Karin; Keller, Miriam; Leithner, Barbara & Back, Andrea";01. Jun 01;
1647173298-219;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Vom Kursprojekt zum Reengineering der Bildungsprozesse.;https://www.alexandria.unisg.ch/213737/;Vom Kursprojekt zum Reengineering der Bildungsprozesse;Back, Andrea;2004;
1647173369-253;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Business.;https://www.alexandria.unisg.ch/246909/;Mobile Business;Back, Andrea & Ruf, Christian;2016;
1647173622-374;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Personal Learning Journal - Course Design for Using Weblogs in Higher Education.;https://www.alexandria.unisg.ch/214357/;Personal Learning Journal - Course Design for Using Weblogs in Higher Education;Hain, Stefanie & Back, Andrea;01. Okt 08;Electronic Journal of e-Learning - EJEL
1647173014-83;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.;https://www.alexandria.unisg.ch/67057/;Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen;Back, Andrea;04. Dez 06;
1647173300-220;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Elektronische Märkte.;https://www.alexandria.unisg.ch/9114/;Elektronische Märkte;"Der Begriff des Elektronischen Marktes ist in der Fachliteratur bereits etabliert. In den letzten Jahren sind dazu verschiedene Arbeiten veröffentlicht worden, z.B. [MaYaBe87], [MaYaBe89], [Bako91b], [Freu91]. Ein einheitlicher Sprachgebrauch liegt jedoch noch nicht vor. Folgende Begriffe werden mit ""Elektronischem Markt"" (Electronic Market) im wesentlichen synonym verwendet: Elektronischer Marktplatz (Electronic Marketplace, z.B. [Bako91b]), Elektronische Beschaffung (Electronic Purchasing [Hubm89], [Butl90]), Computerisierter oder seltener: Automatisierter Handel (Computrized / Automated Trading [Domo90], [Domo92]) bez. Elektronischer Handel (Electronic Trading / Trade, z.B. [Freu89], [Kuul90]). Gewisse Formen Elektronischer Märkte werden auch mit Electronic Marketing bezeichnet (vgl. [Butl90]), was insofern unglücklich ist, als dieser Begriff schon in der eigentlichen Marketingliteratur verwendet wird, [HeSc92]. Im Gegenzug verwenden einige Autoren für Systeme der Datenerhebung am Verkaufspunkt ebenfalls den Begriff Elektronischer Marktplatz [Cord91]. Der Sprachgebrauch ist uneinheitlich. Es ist deshalb angezeigt, sich zunächst klarzumachen, welche Funktionen Märkte in unserem arbeitsteiligen Produktionssystem haben.";2004;
1647172963-59;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse.;https://www.alexandria.unisg.ch/213711/;St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse;Back, Andrea;10. Feb 04;
1647172940-48;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse.;https://www.alexandria.unisg.ch/66843/;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse;Back, Andrea;24. Okt 02;
1647173062-106;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Stossrichtungen für Kundenbeziehungen in Web-2.0-Kultur.;https://www.alexandria.unisg.ch/213221/;Stossrichtungen für Kundenbeziehungen in Web-2.0-Kultur;Back, Andrea;20. Nov 09;
1647173091-120;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Videobasiertes Workplace Learning - Auf dem Siegeszug 2.0.;https://www.alexandria.unisg.ch/102534/;Videobasiertes Workplace Learning - Auf dem Siegeszug 2.0;Back, Andrea;06. Apr 11;
1647173212-178;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Virtuelle Kooperation - Erhaltung des Antriebs. (Virtual cooperation - Supporting the drive). Knowledge Integration after Mergers & Acquisitions in RWE.;https://www.alexandria.unisg.ch/289/;Virtuelle Kooperation - Erhaltung des Antriebs. (Virtual cooperation - Supporting the drive). Knowledge Integration after Mergers & Acquisitions in RWE;"Gurgul, Grzegorz; Enkel, Ellen & Schulte, K.";2002;
1647173215-179;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Perspectives for our partners. Innovation and the network option.;https://www.alexandria.unisg.ch/288/;Perspectives for our partners. Innovation and the network option;"Rumyantseva, Maria; Enkel, Ellen & Gurgul, Grzegorz";2002;
1647173394-265;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Networks for Business Growth.;https://www.alexandria.unisg.ch/300/;Knowledge Networks for Business Growth;;2006;
1647173486-309;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Elicitation of Requirements for the Design of Mobile Financial Advisory Services - Instantiation and Validation of the Requirement Data Model with a Multi-method Approach.;https://www.alexandria.unisg.ch/238650/;Elicitation of Requirements for the Design of Mobile Financial Advisory Services - Instantiation and Validation of the Requirement Data Model with a Multi-method Approach;"Ruf, Christian; Back, Andrea; Bergmann, Richard & Schlegel, Michael";04. Jan 15;
1647172950-53;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Vom Wissensmanagement zum Wissensnetzwerk.;https://www.alexandria.unisg.ch/213534/;Vom Wissensmanagement zum Wissensnetzwerk;Back, Andrea;01. Okt 03;
1647173463-298;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel.;https://www.alexandria.unisg.ch/218408/;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel;Friedel, Dominik & Back, Andrea;24. Okt 12;
1647173026-89;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Praxisberichte aus dem Competence Network Business 2.0.;https://www.alexandria.unisg.ch/67257/;Praxisberichte aus dem Competence Network Business 2.0;Back, Andrea & Haentschel-erhart, Irene;25. Okt 07;
1647173118-133;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Teamarbeit 2.0: Global - zeitgemäss - kompetent.;https://www.alexandria.unisg.ch/216811/;Teamarbeit 2.0: Global - zeitgemäss - kompetent;Back, Andrea;20 July 2012;
1647173169-157;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects.;https://www.alexandria.unisg.ch/66704/;The Influence of Human Networks and Human Value Systems on Knowledge Sharing/Transfer Projects;"Koehne, Marija; Raimann, Joerg; Seufert, Andreas; von Krogh, G. & Back, Andrea";01. Jan 99;
1647173446-290;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities.;https://www.alexandria.unisg.ch/211866/;Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities;Sammer, Thomas & Back, Andrea;03. Sep 11;
1647173049-100;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung.;https://www.alexandria.unisg.ch/214376/;Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung;Back, Andrea;29. Jun 09;
1647173056-103;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Business 2.0 - Die Triebfedern des partizipativen Web für Business-Innovation.;https://www.alexandria.unisg.ch/214088/;Business 2.0 - Die Triebfedern des partizipativen Web für Business-Innovation;Back, Andrea;18. Sep 09;
1647173258-200;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Coworking aus Unternehmenssicht II: Out of Office – into the Flow?;https://www.alexandria.unisg.ch/256520/;Coworking aus Unternehmenssicht II: Out of Office – into the Flow?;"Josef, Barbara; Sapegina, Anastasia; Back, Andrea & Weibel, Antoinette";Jan 19;
1647173250-196;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Critical Factors Influencing Innovation Diffusion on Corporate Websites.;https://www.alexandria.unisg.ch/231448/;Critical Factors Influencing Innovation Diffusion on Corporate Websites;Zollet, Roman & Back, Andrea;2014;
1647173108-128;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Barrieren am Weg zum Mobile Contactless Payment Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.;https://www.alexandria.unisg.ch/216766/;Barrieren am Weg zum Mobile Contactless Payment Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz;Back, Andrea;01. Mär 12;
1647172885-22;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Networks und Knowledge Management Technologien.;https://www.alexandria.unisg.ch/213377/;Knowledge Networks und Knowledge Management Technologien;Back, Andrea;27. Jun 00;
1647173219-181;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Creating a Competency Model for Swissair and Sabena.;https://www.alexandria.unisg.ch/214289/;Creating a Competency Model for Swissair and Sabena;"Keller, Miriam; Leithner, Barbara; Schnoering, Katharina; Bursian, Olaf; Bendel, Oliver & Back, Andrea";07. Jan 02;
1647173608-367;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Im virtuellen Klassenraum interaktiv arbeiten.;https://www.alexandria.unisg.ch/214297/;Im virtuellen Klassenraum interaktiv arbeiten;Back, Andrea;01. Okt 03;bulletin
1647172914-36;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Basis-Workshop Wissensmanagement (WM).;https://www.alexandria.unisg.ch/66825/;Basis-Workshop Wissensmanagement (WM);Back, Andrea;05. Okt 01;
1647173375-256;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Employee acceptance and use of unified communications and collaboration in a cross-cultural environment.;https://www.alexandria.unisg.ch/254008/;Employee acceptance and use of unified communications and collaboration in a cross-cultural environment;"Silic, Mario; Back, Andrea & Sammer, Thomas";2017;
1647173599-363;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Workplace Learning: mit E-Learning im Arbeitsprozess lernen.;https://www.alexandria.unisg.ch/213665/;Workplace Learning: mit E-Learning im Arbeitsprozess lernen;Back, Andrea;01. Jan 03;SKO-Leader
1647173459-296;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Determination of Enterprise 2.0 Development Levels with a Maturity Model.;https://www.alexandria.unisg.ch/215829/;Determination of Enterprise 2.0 Development Levels with a Maturity Model;Friedel, Dominik & Back, Andrea;17 July 2012;
1647173296-218;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Workplace e-Collaboration in Practice: Practical Guidelines for Implementing e-Collaboration in Organizations.;https://www.alexandria.unisg.ch/213825/;Workplace e-Collaboration in Practice: Practical Guidelines for Implementing e-Collaboration in Organizations;Mayrhofer, David & Back, Andrea;2004;
1647172918-38;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Interview zu E-Learning im Unternehmen im Learntec-Studio.;https://www.alexandria.unisg.ch/66810/;Interview zu E-Learning im Unternehmen im Learntec-Studio;Back, Andrea;06. Feb 02;
1647173683-403;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Factors driving unified communications and collaboration adoption and use in organizations.;https://www.alexandria.unisg.ch/247618/;Factors driving unified communications and collaboration adoption and use in organizations;Silic, Mario & Back, Andrea;23. Feb 16;Measuring Business Excellence
1647173129-138;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Aktuelle Trends in Enterprise Mobility.;https://www.alexandria.unisg.ch/220095/;Aktuelle Trends in Enterprise Mobility;Sammer, Thomas & Back, Andrea;Jun 12;IT business
1647173497-314;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Atos - Towards Zero Email Company.;https://www.alexandria.unisg.ch/242235/;Atos - Towards Zero Email Company;"Silic, Mario; Back, Andrea & Silic, Dario";28. Mai 15;
1647173277-209;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Massenspeicher, magnetischer.;https://www.alexandria.unisg.ch/196940/;Massenspeicher, magnetischer;Müller, Jochen;2001;
1647173302-221;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern.;https://www.alexandria.unisg.ch/65875/;Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern;Back, Andrea;2005;
1647172855-8;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Learning Communities im Inter-/Intranet.;https://www.alexandria.unisg.ch/213892/;Learning Communities im Inter-/Intranet;Back, Andrea;12. Nov 98;
1647172904-31;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement in KMU.;https://www.alexandria.unisg.ch/213576/;Wissensmanagement in KMU;Back, Andrea;14. Sep 01;
1647173131-139;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lean & agil: Social-Software.;https://www.alexandria.unisg.ch/231833/;Lean & agil: Social-Software;Back, Andrea;20. Mai 14;Computerworld.ch
1647173396-266;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Getting real about knowledge networks : unlocking corporate knowledge assets.;https://www.alexandria.unisg.ch/213997/;Getting real about knowledge networks : unlocking corporate knowledge assets;;2006;
1647173032-92;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen.;https://www.alexandria.unisg.ch/214073/;Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen;Back, Andrea;15. Nov 07;
1647173083-116;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Enterprise 2.0-Fallstudien - Aus Erfahrung lernen.;https://www.alexandria.unisg.ch/214409/;Enterprise 2.0-Fallstudien - Aus Erfahrung lernen;Back, Andrea & Koch, Michael;16. Sep 10;
1647173338-238;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Newsfeeds und Newsaggregatoren.;https://www.alexandria.unisg.ch/67445/;Newsfeeds und Newsaggregatoren;Heidecke, Florian;2008;
1647173183-164;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Strategic Deployment of Networks for Knowledge Management: When to choose the Network Option.;https://www.alexandria.unisg.ch/66959/;Strategic Deployment of Networks for Knowledge Management: When to choose the Network Option;"Vassiliadis, Stefanos; Koehne, Marija; Seufert, Andreas; von Krogh, G. & Back, Andrea";17. Mär 00;
1647173383-260;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien.;https://www.alexandria.unisg.ch/214187/;E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien;"Back, Andrea; Bendel, Oliver & Stoller-Schai, Daniel";2001;
1647173388-262;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Business Engineering - Die ersten 15 Jahre.;https://www.alexandria.unisg.ch/213582/;Business Engineering - Die ersten 15 Jahre;;2004;
1647173016-84;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;eCollaboration Goes Web 2.0 - Von den Basistechnologien zu den Trends effektiver verteilter Zusammenarbeit.;https://www.alexandria.unisg.ch/214022/;eCollaboration Goes Web 2.0 - Von den Basistechnologien zu den Trends effektiver verteilter Zusammenarbeit;Back, Andrea;01. Feb 07;
1647173643-384;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;2D-Codes - Technologie und Anwendungsbereiche.;https://www.alexandria.unisg.ch/214390/;2D-Codes - Technologie und Anwendungsbereiche;"Knuchel, Thomas; Kuntner, Tobias; Pataki, Eva Carolina & Back, Andrea";01. Feb 11;Wirtschaftsinformatik
1647173127-137;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Habilitation: ""Beiträge der Daten-, Informations- und Wissensverarbeitung zur Weiterentwicklung des Internen Rechnungswesens und Controllings"".";https://www.alexandria.unisg.ch/196668/;"Habilitation: ""Beiträge der Daten-, Informations- und Wissensverarbeitung zur Weiterentwicklung des Internen Rechnungswesens und Controllings"".";Back, Andrea;01. Jan 93;
1647173434-284;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Website Usability for Internet Banking.;https://www.alexandria.unisg.ch/214619/;Website Usability for Internet Banking;Zollet, Roman & Back, Andrea;20. Jun 10;
1647173096-122;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Enterprise 2.0 für das Management.;https://www.alexandria.unisg.ch/146663/;Enterprise 2.0 für das Management;Back, Andrea;23. Mai 11;
1647172999-76;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/66842/;E-Learning im Unternehmen;Back, Andrea;06. Mär 06;
1647173179-162;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper).;https://www.alexandria.unisg.ch/214060/;Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper);"Bendel, Oliver; Stoller-Schai, Daniel; Mergel, Ines & Back, Andrea";10. Mär 00;
1647173011-82;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen.;https://www.alexandria.unisg.ch/214375/;Unterwegs auf der Formel1-Rennstrecke der E-Learning-Innovationen;Back, Andrea;04. Dez 06;
1647173344-241;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese.;https://www.alexandria.unisg.ch/213959/;Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese;Back, Andrea;2009;
1647173540-335;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Groupware-Applikationen an der Universität St. Gallen.;https://www.alexandria.unisg.ch/196643/;Groupware-Applikationen an der Universität St. Gallen;Back, Andrea & Grabher, K.;01. Jan 95;Informatik/Informatique
1647173480-306;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem.;https://www.alexandria.unisg.ch/232050/;Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem;"Silic, Mario; Back, Andrea & Ruf, Christian";01. Jun 14;
1647173712-417;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung.;https://www.alexandria.unisg.ch/261143/;Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung;"Grüttner, Arne; Braschler, Thomas & Back, Andrea";06. Okt 20;Wirtschaftsinformatik & Management
1647173028-90;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Einführung in das Thema.;https://www.alexandria.unisg.ch/197471/;Einführung in das Thema;Back, Andrea;25. Okt 07;
1647173104-126;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles.;https://www.alexandria.unisg.ch/214408/;Towards a Framework for Business Model Design of Scientific Journals with Web 2.0 Principles;Back, Andrea;04. Sep 11;
1647172994-74;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lernen am Puls der Zeit gestalten.;https://www.alexandria.unisg.ch/213149/;Lernen am Puls der Zeit gestalten;Back, Andrea;01. Nov 05;
1647173652-388;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Unternehmens-Wikis - wie ging das früher ohne?;https://www.alexandria.unisg.ch/214506/;Unternehmens-Wikis - wie ging das früher ohne?;Back, Andrea;01. Mär 12;IT-Business
1647173306-223;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren.;https://www.alexandria.unisg.ch/213936/;Balanced Learning Scorecard: Den Wert von (E-)Learning-Innovationen für Geschäftsziele kommunizieren;Back, Andrea;2005;
